CategoryGER,Keyword,KeywordId,StrCity,Date,Impressions,CategoryGERId
/Sport & Fitness/Sport/Fußball,bilder sportler,901663622,Kempten,20170509,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Ravensburg,20170419,1,2952
/Sport & Fitness/Sport/Fußball,matte sport,24156090181,Stuttgart,20170131,1,2952
/Sport & Fitness/Sport/Fußball,kinder fussball training,5542592708,Heilbronn,20171012,1,2952
/Sport & Fitness/Sport/Fußball,basketball trikots kinder,301655589255,Albstadt,20171128,1,2952
/Sport & Fitness/Sport/Fußball,kinder kampfsport,1242036909,Forchheim,20170919,1,2952
/Sport & Fitness/Sport/Fußball,aroha sport,65464793772,Achern,20170209,1,2952
/Sport & Fitness/Sport/Fußball,ktm macina sport 2016,304083779663,Wangen im Allgau,20171011,1,2952
/Sport & Fitness/Sport/Fußball,fitness test,10418242,Karlsruhe,20171215,1,2952
/Sport & Fitness/Sport/Fußball,ktm macina sport 2016,304083779663,Bietigheim-Bissingen,20171011,1,2952
/Sport & Fitness/Sport/Fußball,hodenschutz fussball,355379578756,Eppelheim,20171111,2,2952
/Sport & Fitness/Sport/Fußball,hansson sport shop,36894799019,Abensberg,20171223,1,2952
/Sport & Fitness/Sport/Fußball,handball taktiktafel,41106482837,Alfdorf,20170211,1,2952
/Sport & Fitness/Sport/Fußball,handball taktiktafel,3054289081,Niedereschach,20171116,1,2952
/Sport & Fitness/Sport/Fußball,matte sport,2629754063,Schorndorf,20170105,1,2952
/Sport & Fitness/Sport/Fußball,kinder basketball,299338341333,Weil der Stadt,20171105,1,2952
/Sport & Fitness/Sport/Fußball,fitness gummiband,13828515272,Tuttlingen,20170117,1,2952
/Sport & Fitness/Sport/Fußball,hodenschutz fussball,355379578756,Gerstetten,20171111,1,2952
/Sport & Fitness/Sport/Fußball,frauen fitness berlin reinickendorf,51102335561,Mannheim,20170307,1,2952
/Sport & Fitness/Sport/Fußball,diamant elan sport 2016,134793451971,Karlsruhe,20170205,1,2952
/Sport & Fitness/Sport/Fußball,kinder basketball,819218199,Eningen,20170907,1,2952
/Sport & Fitness/Sport/Fußball,manager fussball spiele,3256269913,Sindelfingen,20171201,1,2952
/Sport & Fitness/Sport/Fußball,basketball literatur,355050738871,Villingen-Schwenningen,20171029,1,2952
/Sport & Fitness/Sport/Fußball,fitness trainingsplan erstellen,10878460941,Leimen,20171119,1,2952
/Sport & Fitness/Sport/Fußball,jumping fitness kempten,92883093404,Heilbronn,20171111,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,355796831519,Nagold,20171121,1,2952
/Sport & Fitness/Sport/Fußball,fitness dillenburg,3176186933,Albstadt,20170306,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,22688005068,Aschaffenburg,20170215,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Ludwigsburg,20170305,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,901663622,Pforzheim,20170817,1,2952
/Sport & Fitness/Sport/Fußball,fitness test,10418242,Mosbach,20171001,1,2952
/Sport & Fitness/Sport/Fußball,lemon sport fussball,82037596042,Singen,20171212,1,2952
/Kunst und Unterhaltung/Filme und Filme/Familien- & Kinderfilme,kinderyoga figuren,177464802738,Nuremberg,20170202,1,179
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Bayreuth,20170312,1,2952
/Sport & Fitness/Sport/Fußball,aroha sport,65464804572,Mannheim,20170208,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,22688005068,Riedlingen,20170215,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,460219556,Karlsruhe,20170108,1,2952
/Sport & Fitness/Sport/Fußball,fitness bootcamp erfahrungen,108861441883,Albstadt,20170102,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,901663622,Tauberbischofsheim,20170820,1,2952
/Sport & Fitness/Sport/Fußball,haha sport,297683058937,Stuttgart,20171120,1,2952
/Sport & Fitness/Sport/Fußball,biathlon training,966770986,Karlsruhe,20170114,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Villingen-Schwenningen,20170331,1,2952
/Sport & Fitness/Sport/Fußball,fitness gummiband,6138793770,Ispringen,20171129,1,2952
/Sport & Fitness/Sport/Fußball,fussball fanartikel shop,16928179304,Stuttgart,20170124,1,2952
/Sport & Fitness/Sport/Fußball,haha sport,297683058937,Fellbach,20171005,1,2952
/Sport & Fitness/Sport/Fußball,handball torwand,31017923569,Lauda-Konigshofen,20170208,2,2952
/Sport & Fitness/Sport/Fußball,fitness dillenburg,3176186933,Sindelfingen,20171229,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Wiesloch,20170616,1,2952
/Sport & Fitness/Sport/Fußball,jumping fitness trainer,149786566607,Ravensburg,20170925,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,300352961,Villingen-Schwenningen,20171123,1,2952
/Sport & Fitness/Sport/Fußball,kraft sport,2885716764,Bad Rappenau,20170128,1,2952
/Sport & Fitness/Sport/Fußball,bekleidung motorsport,41292830572,Ulm,20170116,1,2952
/Sport & Fitness/Sport/Fußball,gutschein sportshop triathlon,57405196371,Mannheim,20171205,1,2952
/Sport & Fitness/Sport/Fußball,horizon sport,332089448617,Albstadt,20171030,1,2952
/Sport & Fitness/Sport/Fußball,fitness test,10418242,Leutkirch im Allgau,20171120,1,2952
/Sport & Fitness/Sport/Fußball,fitness mahlzeiten,72098767605,Stuttgart,20171122,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Stuttgart,20170628,1,2952
/Sport & Fitness/Sport/Fußball,fussball fanbekleidung,2551548136,Mannheim,20171023,1,2952
/Sport & Fitness/Sport/Fußball,fitness mainz hechtsheim,57856227994,Freiburg,20170105,1,2952
/Sport & Fitness/Sport/Fußball,kinder fussball training,5542592708,Munich,20171120,1,2952
/Sport & Fitness/Sport/Fußball,bekleidung motorsport,2762052194,Backnang,20171023,1,2952
/Sport & Fitness/Sport/Fußball,horizon sport,332089448617,Filderstadt,20171030,1,2952
/Sport & Fitness/Sport/Fußball,biathlon training,46935540,Heilbronn,20170104,1,2952
/Sport & Fitness/Sport/Fußball,kraft sport,2885757744,Radolfzell,20170208,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,296674895260,Mannheim,20171204,1,2952
/Sport & Fitness/Sport/Fußball,fussball bundesliega,804104362,Nurtingen,20171011,1,2952
/Sport & Fitness/Sport/Fußball,fussball ausstecher,352891501182,Weil am Rhein,20171105,1,2952
/Sport & Fitness/Sport/Fußball,fussball bundesliega,388151163077,Eggenstein-Leopoldshafen,20171030,1,2952
/Sport & Fitness/Sport/Fußball,athletic sport boost,280523394234,Haigerloch,20170120,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Filderstadt,20170205,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,21668824630,Ettlingen,20171123,1,2952
/Sport & Fitness/Sport/Fußball,fitness mahlzeiten,364583968477,Stuttgart,20171013,3,2952
/Sport & Fitness/Sport/Fußball,fussball spielball,12165910416,Freudenstadt,20170128,1,2952
/Sport & Fitness/Sport/Fußball,biathlon training,966796606,Stuttgart,20170128,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,28208794409,Aalen,20170202,1,2952
/Sport & Fitness/Sport/Fußball,kraft sport,2885757744,Berlin,20170207,1,2952
/Sport & Fitness/Sport/Fußball,fussball spielball,3925887699,Filderstadt,20171105,1,2952
/Sport & Fitness/Sport/Fußball,fussball scherzartikel,34205289344,Mannheim,20170522,1,2952
/Sport & Fitness/Sportartikelverleih/Vermietung von Boots- und Schiffsfahrzeugen,kraft sport,2885757744,Berlin,20170207,1,2973
/Sport & Fitness/Sport/Fußball,kinder kampfsport,43997171104,Filderstadt,20171204,1,2952
/Sport & Fitness/Sport/Fußball,motorsport handschuhe,299702113179,Schwedt,20171027,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,28208794409,Steinheim an der Murr,20170628,1,2952
/Sport & Fitness/Sport/Fußball,aroha sport,27821331736,Weissenburg in Bayern,20170314,1,2952
/Sport & Fitness/Sport/Fußball,biathlon training,966770986,Bad Friedrichshall,20170124,1,2952
/Sport & Fitness/Sport/Fußball,fitness personal trainers,137765158,Welzheim,20171227,1,2952
/Sport & Fitness/Sport/Fußball,infruition sport trinkflasche,224168443744,Garching,20170315,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Sigmaringen,20170622,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport,4198863603,Schramberg,20171103,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Fellbach,20170712,2,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Lorrach,20170712,2,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Offenburg,20170712,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Steinheim an der Murr,20170712,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,901663622,Erding,20171114,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Stuttgart,20170712,1,2952
/Sport & Fitness/Sport/Fußball,fitness rottenburg,3239797973,Lahr,20170209,1,2952
/Sport & Fitness/Sport/Fußball,frauen fitness cosel,15262889296,Ostfildern,20171024,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Offenburg,20170711,2,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Reutlingen,20170711,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Sigmaringen,20170711,1,2952
/Sport & Fitness/Sport/Fußball,arena sport 3,22527402473,Goppingen,20170219,2,2952
/Sport & Fitness/Sport/Fußball,fussball sachen kaufen,62934153885,Weinheim,20171126,1,2952
/Sport & Fitness/Sport/Fußball,aroha sport,27821331736,Berlin,20170311,1,2952
/Sport & Fitness/Sport/Fußball,fitness studio meerbusch,324050822105,Waldshut-Tiengen,20171106,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport,4198863603,Munich,20171120,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Heidelberg,20170710,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Stuttgart,20170710,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Winnenden,20170710,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Herrenberg,20170605,1,2952
/Sport & Fitness/Sport/Fußball,fitness bonlanden,60575594376,Filderstadt,20170815,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,28208794409,Crailsheim,20170702,1,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Tuttlingen,20170718,2,2952
/Sport & Fitness/Sport/Fußball,handball bundesliga spielplan,986573391,Ebersbach an der Fils,20170717,1,2952
/Sport & Fitness/Sport/Fußball,biathlon training,966770986,Mannheim,20170122,1,2952
